GENDER,ACTIVE,DISTRESS,DISLAT,DURATION,SMILAU,SOOTH,ATTRACT,COND,BEHAVE,BABYSEX,CUTENESS,CELL,TOTALNEG,TOTALPOS,REVTOTNE,TOTAL
1.0,5.0,6.0,4.81,2.0,2.47,2.6,5.0,8.0,2.0,2.0,2.0,15.0,15.809999999999999,7.07,5.190000000000001,12.260000000000002
1.0,4.0,4.7,4.94,4.18,4.07,4.4,7.0,8.0,2.0,2.0,2.0,15.0,13.64,12.65,7.359999999999999,20.009999999999998
1.0,5.71,5.85,5.63,3.0,2.0,2.64,9.0,8.0,2.0,2.0,2.0,15.0,17.189999999999998,7.640000000000001,3.8100000000000023,11.450000000000003
1.0,6.41,6.4,5.94,1.82,2.27,6.55,4.0,8.0,2.0,2.0,2.0,15.0,18.75,10.64,2.25,12.89
1.0,4.53,4.5,4.44,3.18,3.47,3.4,4.0,8.0,2.0,2.0,2.0,15.0,13.470000000000002,10.05,7.529999999999998,17.58
2.0,4.65,5.05,4.75,3.91,3.93,4.45,8.0,8.0,2.0,2.0,2.0,16.0,14.45,12.290000000000001,6.550000000000001,18.840000000000003
2.0,5.47,5.65,5.5,4.0,3.67,4.0,4.0,8.0,2.0,2.0,2.0,16.0,16.62,11.67,4.379999999999999,16.049999999999997
2.0,4.76,4.75,4.44,3.73,3.13,3.5,5.0,8.0,2.0,2.0,2.0,16.0,13.95,10.36,7.050000000000001,17.41
2.0,5.94,5.8,5.56,2.55,2.13,2.64,3.0,8.0,2.0,2.0,2.0,16.0,17.3,7.319999999999999,3.6999999999999993,11.02
2.0,5.59,6.15,5.88,4.36,3.33,3.73,6.0,8.0,2.0,2.0,2.0,16.0,17.62,11.420000000000002,3.379999999999999,14.8
2.0,4.43,4.6,4.5,4.09,3.47,3.91,5.0,8.0,2.0,2.0,2.0,16.0,13.53,11.47,7.470000000000001,18.94
2.0,4.88,5.35,2.64,3.2,4.3,5.0,6.0,8.0,2.0,2.0,2.0,16.0,12.870000000000001,12.5,8.129999999999999,20.63
2.0,4.0,4.0,4.63,4.27,5.2,6.55,7.0,8.0,2.0,2.0,2.0,16.0,12.629999999999999,16.02,8.370000000000001,24.39
2.0,5.47,5.45,5.06,4.0,3.47,4.45,4.0,8.0,2.0,2.0,2.0,16.0,15.98,11.92,5.02,16.939999999999998
2.0,6.53,6.35,6.44,2.91,1.87,1.82,3.0,8.0,2.0,2.0,2.0,16.0,19.32,6.6000000000000005,1.6799999999999997,8.280000000000001
